Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
Q2KHM9	KIAA0753	KIAA0753	9851	Q2KHM9	0.14030760748211	0.571187468645485	4	4
Q2KHR2	RFX7	regulatory factor X7	64864	Q2KHR2	1.88597304723634	0.00166329052554572	4	4
Q2KHR3	QSER1	glutamine and serine rich 1	79832	Q2KHR3	0.802743188963602	0.0102020816017526	3	4
Q2KHT3	CLEC16A	C-type lectin domain containing 16A	23274	Q2KHT3	-1.50668184031857	0.0477521104067796	2	4
Q2M1P5	KIF7	kinesin family member 7	374654	Q2M1P5	-0.260878327436738	0.41529301864178	1	4
Q2M2I8	AAK1	AP2 associated kinase 1	22848	Q2M2I8	-0.488548356251852	0.222138522057795	4	4
Q2M389	WASHC4	WASH complex subunit 4	23325	Q2M389	0.640472935561739	0.0235690695380857	1	4
Q2M3G4	SHROOM1	shroom family member 1	134549	Q2M3G4	Inf	0	3	0
Q2NKX8	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	54821	Q2NKX8	-0.45058856059157	0.108600333732784	4	4
Q2PPJ7	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2	57186	Q2PPJ7	2.70334637408045	0.00128623879441675	4	4
Q2QGD7	ZXDC	ZXD family zinc finger C	79364	Q2QGD7	0.700209413754088	0.0873769284515375	3	3
Q2T9K0	TMEM44	transmembrane protein 44	93109	Q2T9K0	2.18257501610473	NA	1	1
Q2TAL8	QRICH1	glutamine rich 1	54870	Q2TAL8	0.366725130488563	0.664992840714714	3	4
Q2TB10	ZNF800	zinc finger protein 800	168850	Q2TB10	-0.754384183578974	0.0223754140485927	4	4
Q2TBE0	CWF19L2	CWF19 like cell cycle control factor 2	143884	Q2TBE0	0.353979326141587	0.15369249073954	4	4
Q32MZ4	LRRFIP1	LRR binding FLII interacting protein 1	9208	Q32MZ4	-0.851059489934533	0.000913020981300347	4	4
Q32NB8	PGS1	phosphatidylglycerophosphate synthase 1	9489	Q32NB8	-Inf	0	0	2
Q32P44	EML3	EMAP like 3	256364	Q32P44	2.97122420851944	0.000341761808885948	4	4
Q3B726	POLR1F	RNA polymerase I subunit F	221830	Q3B726	0.417946668319667	0.140131378131065	4	4
Q3KQU3	MAP7D1	MAP7 domain containing 1	55700	Q3KQU3	-0.400680861270552	0.0949667920004385	4	4
Q3L8U1	CHD9	chromodomain helicase DNA binding protein 9	80205	Q3L8U1	-0.405557573988332	0.108427188190582	4	4
Q3MHD2	LSM12	LSM12 homolog	124801	Q3MHD2	-1.73301237764912	0.0013683754344129	4	4
Q3MII6	TBC1D25	TBC1 domain family member 25	4943	Q3MII6	1.63601242432521	0.0553030068014559	4	2
Q3T8J9	GON4L	gon-4 like	54856	Q3T8J9	-0.0168675949559062	0.961513384020381	4	4
Q3V6T2	CCDC88A	coiled-coil domain containing 88A	55704	Q3V6T2	1.0929292136291	0.0559025168464914	4	4
Q3YBR2	TBRG1	transforming growth factor beta regulator 1	84897	Q3YBR2	-0.331403306471992	0.657893634805938	4	4
Q460N5	PARP14	poly(ADP-ribose) polymerase family member 14	54625	Q460N5	0.783202747677663	0.168466986015134	4	4
Q494U1	PLEKHN1	pleckstrin homology domain containing N1	84069	Q494U1	0.602340986490394	0.382980994857306	2	3
Q499Z4	ZNF672	zinc finger protein 672	79894	Q499Z4	0.535391389064138	0.443359675924448	4	4
Q49A26	GLYR1	glyoxylate reductase 1 homolog	84656	Q49A26	-0.730014845636644	0.0275128531509879	4	4
Q49A88	CCDC14	coiled-coil domain containing 14	64770	Q49A88	-0.575725677805507	0.184359374986348	4	4
Q4AC94	C2CD3	C2 domain containing 3 centriole elongation regulator	26005	Q4AC94	0.133044589218345	0.820562620080188	2	2
Q4ADV7	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	57589	Q4ADV7	0.528184958196801	0.388059974076156	4	4
Q4G0J3	LARP7	La ribonucleoprotein 7, transcriptional regulator	51574	Q4G0J3	-1.8049062281901	0.00319813214551215	4	4
Q4KMP7	TBC1D10B	TBC1 domain family member 10B	26000	Q4KMP7	0.263786961089321	0.276918153720978	4	4
Q4KMQ1	TPRN	taperin	286262	Q4KMQ1	1.32937225017433	0.0492011298759722	4	4
Q4KMQ2	ANO6	anoctamin 6	196527	Q4KMQ2	-3.84431845346561	0.0028265836382521	3	4
Q4KWH8	PLCH1	phospholipase C eta 1	23007	Q4KWH8	Inf	0	3	0
Q4L180	FILIP1L	filamin A interacting protein 1 like	11259	Q4L180	0.32820168618584	0.45784993678318	4	3
Q4LE39	ARID4B	AT-rich interaction domain 4B	51742	Q4LE39	-0.567771713187354	0.122553210961443	4	4
Q4V328	GRIPAP1	GRIP1 associated protein 1	56850	Q4V328	0.994613436535758	0.0368804498955425	3	4
Q4VC44	FLYWCH1	FLYWCH-type zinc finger 1	84256	Q4VC44	1.12321329335957	0.0110232415045834	4	4
Q52LR7	EPC2	enhancer of polycomb homolog 2	26122	Q52LR7	0.461210433597416	0.194705634327857	4	4
Q52LW3	ARHGAP29	Rho GTPase activating protein 29	9411	Q52LW3	-2.43523000277923	0.00075679136055657	3	4
Q53EL6	PDCD4	programmed cell death 4	27250	Q53EL6	0.0954795726880722	0.658584170291477	4	4
Q53EP0	FNDC3B	fibronectin type III domain containing 3B	64778	Q53EP0	0.422018000102337	0.0686381893530566	4	4
Q53ET0	CRTC2	CREB regulated transcription coactivator 2	200186	Q53ET0	1.54804635485943	0.0260888803053808	4	4
Q53EU6	GPAT3	glycerol-3-phosphate acyltransferase 3	84803	Q53EU6	-0.584197721862712	0.238506857090769	4	4
Q53EZ4	CEP55	centrosomal protein 55	55165	Q53EZ4	0.238223408018328	0.278616879194799	4	4
Q53F19	NCBP3	nuclear cap binding subunit 3	55421	Q53F19	-0.121821044972156	0.132664027594073	4	4
Q53GA4	PHLDA2	pleckstrin homology like domain family A member 2	7262	Q53GA4	2.54601231700527	0.00318525218759827	4	4
Q53GL7	PARP10	poly(ADP-ribose) polymerase family member 10	84875	Q53GL7	0.401391649825561	0.253697353921182	3	2
Q53GS7	GLE1	GLE1 RNA export mediator	2733	Q53GS7	-0.107215765653043	0.801022443033172	3	3
Q53GS9	USP39	ubiquitin specific peptidase 39	10713	Q53GS9	-2.83639695311183	0.000153739791840006	4	4
Q53H80	AKIRIN2	akirin 2	55122	Q53H80	-0.612713114181791	0.366472680499335	4	4
Q53HL2	CDCA8	cell division cycle associated 8	55143	Q53HL2	-0.588401160240032	0.079708297439814	4	4
Q53LP3	SOWAHC	sosondowah ankyrin repeat domain family member C	65124	Q53LP3	-1.17532266656157	0.0288136579620769	4	4
Q53SF7	COBLL1	cordon-bleu WH2 repeat protein like 1	22837	Q53SF7	0.192193284466125	0.258987066018493	4	4
Q53TN4	CYBRD1	cytochrome b reductase 1	79901	Q53TN4	-1.44546051169165	0.00316731914142228	4	4
Q562F6	SGO2	shugoshin 2	151246	Q562F6	-1.66114905652054	0.129187144434004	1	4
Q567U6	CCDC93	coiled-coil domain containing 93	54520	Q567U6	-0.404677813165534	0.574642936428144	3	3
Q56NI9	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	157570	Q56NI9	0.392090406961587	0.223818032572955	4	4
Q56P03	EAPP	E2F associated phosphoprotein	55837	Q56P03	-1.0626060627819	0.397033919788308	3	3
Q58A45	PAN3	poly(A) specific ribonuclease subunit PAN3	255967	Q58A45	0.641999931200198	0.0587149137667937	4	3
Q5BJD5	TMEM41B	transmembrane protein 41B	440026	Q5BJD5	0.275387202752486	0.520186108981199	4	4
Q5BKX6	SLC45A4	solute carrier family 45 member 4	57210	Q5BKX6	-Inf	0	0	4
Q5BKZ1	ZNF326	zinc finger protein 326	284695	Q5BKZ1	0.309052242099372	0.508326379390983	4	4
Q5C9Z4	NOM1	nucleolar protein with MIF4G domain 1	64434	Q5C9Z4	-0.830298324605986	0.123930861701533	1	3
Q5EBM4	Q5EBM4	NA	NA	Q5EBM4	0.225285262916217	0.923425407468031	3	2
Q5F1R6	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	134218	Q5F1R6	1.07353392179186	0.0418622559746078	4	4
Q5FBB7	SGO1	shugoshin 1	151648	Q5FBB7	-1.65324672600128	0.0265541356994501	4	4
Q5FWE3	PRRT3	proline rich transmembrane protein 3	285368	Q5FWE3	Inf	0	4	0
Q5FWF5	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	114799	Q5FWF5	0.92528156049892	0.00481321094566441	4	4
Q5H9B9	Q5H9B9	NA	NA	Q5H9B9	-0.0255668620082542	0.954764629841559	4	4
Q5H9F3	BCORL1	BCL6 corepressor like 1	63035	Q5H9F3	1.46812347471275	0.0142401960811458	3	4
Q5H9R7	PPP6R3	protein phosphatase 6 regulatory subunit 3	55291	Q5H9R7	-1.11957177876362	0.0177778833258365	4	4
Q5HYI7	MTX3	metaxin 3	345778	Q5HYI7	0.530174742370907	0.0956858134116314	4	4
Q5HYJ3	FAM76B	family with sequence similarity 76 member B	143684	Q5HYJ3	-0.25672217680953	0.828149728992261	4	4
Q5J8M3	EMC4	ER membrane protein complex subunit 4	51234	Q5J8M3	0.0811775137920414	0.770153935512492	4	4
Q5JRA6	MIA3	MIA SH3 domain ER export factor 3	375056	Q5JRA6	-0.433550770242894	0.02008796293297	4	4
Q5JSH3	WDR44	WD repeat domain 44	54521	Q5JSH3	-0.549051843097992	0.0731191870834913	4	4
Q5JSP0	FGD3	FYVE, RhoGEF and PH domain containing 3	89846	Q5JSP0	-1.25587757765126	0.0949667920004385	1	3
Q5JSZ5	PRRC2B	proline rich coiled-coil 2B	84726	Q5JSZ5	0.928053948596675	0.0123459783918807	4	4
Q5JTC6	AMER1	APC membrane recruitment protein 1	139285	Q5JTC6	0.721417196723551	0.701544403176274	3	1
Q5JTD0	TJAP1	tight junction associated protein 1	93643	Q5JTD0	-0.248635287065525	0.424297789000692	4	4
Q5JTH9	RRP12	ribosomal RNA processing 12 homolog	23223	Q5JTH9	-0.167210310803141	0.738933136183518	4	4
Q5JTV8	TOR1AIP1	torsin 1A interacting protein 1	26092	Q5JTV8	-0.504211673101861	0.0866404562533842	4	4
Q5JU85	IQSEC2	IQ motif and Sec7 domain ArfGEF 2	23096	Q5JU85	2.01246540308201	0.0369317190900029	4	1
Q5JVS0	HABP4	hyaluronan binding protein 4	22927	Q5JVS0	-0.404240698166746	0.202186865338438	4	4
Q5JXC2	MIIP	migration and invasion inhibitory protein	60672	Q5JXC2	0.0569216982454424	0.82979907132376	4	4
Q5M775	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	Q5M775	-0.342156993622014	0.249342475622269	4	4
Q5PRF9	SAMD4B	sterile alpha motif domain containing 4B	55095	Q5PRF9	0.8633381080352	0.133972040320522	4	4
Q5QJ38	TCHHL1	trichohyalin like 1	126637	Q5QJ38	Inf	0	3	0
Q5QJE6	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	30836	Q5QJE6	-0.0353231451783356	0.871677400397844	4	4
Q5QP82	DCAF10	DDB1 and CUL4 associated factor 10	79269	Q5QP82	1.13516300400211	0.00649020864684127	4	4
Q5R372	RABGAP1L	RAB GTPase activating protein 1 like	9910	Q5R372	-Inf	0	0	4
Q5SNT2	TMEM201	transmembrane protein 201	199953	Q5SNT2	-0.556274683317263	0.109237101079166	4	4
Q5SQI0	ATAT1	alpha tubulin acetyltransferase 1	79969	Q5SQI0	1.62585573125823	0.000913020981300347	4	3
Q5SRE5	NUP188	nucleoporin 188	23511	Q5SRE5	0.87030927238697	0.00264438837670668	4	4
Q5SSJ5	HP1BP3	heterochromatin protein 1 binding protein 3	50809	Q5SSJ5	-1.35108745360824	0.0024975382833478	4	4
Q5SVZ6	ZMYM1	zinc finger MYM-type containing 1	79830	Q5SVZ6	-0.236436556160608	0.283702566811485	4	3
Q5SW79	CEP170	centrosomal protein 170	9859	Q5SW79	0.379519248657515	0.0109442531270301	4	4
Q5SW96	LDLRAP1	low density lipoprotein receptor adaptor protein 1	26119	Q5SW96	0.148024984383603	0.763272873787065	3	4
Q5SY16	NOL9	nucleolar protein 9	79707	Q5SY16	0.821062767711649	0.280485655954619	3	4
Q5SYE7	NHSL1	NHS like 1	57224	Q5SYE7	0.14479743300025	0.417030004222288	4	4
Q5T0B9	ZNF362	zinc finger protein 362	149076	Q5T0B9	0.305300631393165	0.361265675615118	4	4
Q5T0N5	FNBP1L	formin binding protein 1 like	54874	Q5T0N5	0.898119446021982	0.0178635093031312	4	4
Q5T0W9	FAM83B	family with sequence similarity 83 member B	222584	Q5T0W9	-1.99750094488291	0.000235652927707061	4	4
Q5T0Z8	C6orf132	chromosome 6 open reading frame 132	647024	Q5T0Z8	-1.65162666290761	0.00291259141569166	4	4
Q5T1M5	FKBP15	FKBP prolyl isomerase 15	23307	Q5T1M5	-0.508614700155232	0.0210376572015552	4	4
Q5T1R4	HIVEP3	HIVEP zinc finger 3	59269	Q5T1R4	2.38731207514965	NA	1	1
Q5T200	ZC3H13	zinc finger CCCH-type containing 13	23091	Q5T200	-0.835071085922721	0.000916831507614563	4	4
Q5T2T1	MPP7	membrane palmitoylated protein 7	143098	Q5T2T1	1.7035387464817	0.0544504125687137	4	3
Q5T3I0	Q5T3I0	NA	NA	Q5T3I0	0.538862034682203	0.0662362223611302	4	4
Q5T4S7	UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352	Q5T4S7	0.447754607091858	0.0362993115604895	4	4
Q5T5P2	KIAA1217	KIAA1217	56243	Q5T5P2	1.47771618771784	0.00199048109910633	4	4
Q5T5U3	ARHGAP21	Rho GTPase activating protein 21	57584	Q5T5U3	1.48432476568754	0.00957318703816579	4	4
Q5T5X7	BEND3	BEN domain containing 3	57673	Q5T5X7	-0.987010281062228	0.152377329325382	4	4
Q5T5Y3	CAMSAP1	calmodulin regulated spectrin associated protein 1	157922	Q5T5Y3	0.612067897402467	0.0159008124787326	4	4
Q5T6C5	ATXN7L2	ataxin 7 like 2	127002	Q5T6C5	-1.10917158727927	0.00413542681658298	4	4
Q5T6F0	DCAF12	DDB1 and CUL4 associated factor 12	25853	Q5T6F0	Inf	0	4	0
Q5T6F2	UBAP2	ubiquitin associated protein 2	55833	Q5T6F2	-1.60249756419663	0.0156353918740462	2	4
Q5T890	ERCC6L2	ERCC excision repair 6 like 2	375748	Q5T890	-0.802654545042502	0.570743407112368	4	1
Q5T8P6	RBM26	RNA binding motif protein 26	64062	Q5T8P6	-1.1297232719957	0.0114157443725001	4	4
Q5TAX3	TUT4	terminal uridylyl transferase 4	23318	Q5TAX3	0.888935215559887	0.0686594188083171	4	3
Q5TB30	DEPDC1	DEP domain containing 1	55635	Q5TB30	0.521062302132208	0.258391384123013	3	3
Q5TC82	RC3H1	ring finger and CCCH-type domains 1	149041	Q5TC82	1.08075807153783	0.179590232060812	3	2
Q5TCQ9	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	260425	Q5TCQ9	1.07054663506808	0.0141278493598045	4	4
Q5TCX8	MAP3K21	mitogen-activated protein kinase kinase kinase 21	84451	Q5TCX8	2.21771042116842	0.0231995790406358	4	2
Q5TCZ1	SH3PXD2A	SH3 and PX domains 2A	9644	Q5TCZ1	0.667973078142312	0.0652202902493078	4	4
Q5TDH0	DDI2	DNA damage inducible 1 homolog 2	84301	Q5TDH0	1.0329309725027	0.0486420029294457	4	4
Q5TGY3	AHDC1	AT-hook DNA binding motif containing 1	27245	Q5TGY3	0.223015827664954	0.580703639141212	4	4
Q5TH69	ARFGEF3	ARFGEF family member 3	57221	Q5TH69	1.75335918201558	0.0130227875694	4	3
Q5THJ4	VPS13D	vacuolar protein sorting 13 homolog D	55187	Q5THJ4	-0.0153564892051003	0.963812990399699	4	4
Q5THK1	PRR14L	proline rich 14 like	253143	Q5THK1	2.07603679818276	0.0114032933873207	4	1
Q5TKA1	LIN9	lin-9 DREAM MuvB core complex component	286826	Q5TKA1	-0.840073972937231	0.285008073193512	4	3
Q5UIP0	RIF1	replication timing regulatory factor 1	55183	Q5UIP0	0.693793363914156	0.000982361902880817	4	4
Q5VSL9	STRIP1	striatin interacting protein 1	85369	Q5VSL9	0.322038016386341	0.167031476438698	4	4
Q5VT06	CEP350	centrosomal protein 350	9857	Q5VT06	0.884571707624758	0.0627145535266976	3	4
Q5VT25	CDC42BPA	CDC42 binding protein kinase alpha	8476	Q5VT25	-0.24331509451957	0.461160199335376	3	4
Q5VT52	RPRD2	regulation of nuclear pre-mRNA domain containing 2	23248	Q5VT52	0.333113059744403	0.0704876021413798	4	4
Q5VT97	SYDE2	synapse defective Rho GTPase homolog 2	84144	Q5VT97	1.17377429797804	0.0460584311333789	4	2
Q5VTL8	PRPF38B	pre-mRNA processing factor 38B	55119	Q5VTL8	-0.469266751414323	0.0265769488943637	4	4
Q5VTR2	RNF20	ring finger protein 20	56254	Q5VTR2	0.593257837715564	0.123345287046404	4	4
Q5VUA4	ZNF318	zinc finger protein 318	24149	Q5VUA4	-1.1438008649362	0.00126929671665086	4	4
Q5VV41	ARHGEF16	Rho guanine nucleotide exchange factor 16	27237	Q5VV41	1.61451503806066	0.00271934478710133	4	4
Q5VV67	PPRC1	PPARG related coactivator 1	23082	Q5VV67	1.02757852447695	0.000763129390009215	4	4
Q5VVJ2	MYSM1	Myb like, SWIRM and MPN domains 1	114803	Q5VVJ2	1.48313696584172	0.0132829603549846	4	4
Q5VWG9	TAF3	TATA-box binding protein associated factor 3	83860	Q5VWG9	0.860636291120869	0.0759205163146453	4	4
Q5VWJ9	SNX30	sorting nexin family member 30	401548	Q5VWJ9	-Inf	0	0	2
Q5VWN6	TASOR2	transcription activation suppressor family member 2	54906	Q5VWN6	1.36158554242459	0.00283486313490772	4	4
Q5VWQ0	RSBN1	round spermatid basic protein 1	54665	Q5VWQ0	-1.62491411238796	0.0717346585987882	4	4
Q5VWQ8	DAB2IP	DAB2 interacting protein	153090	Q5VWQ8	1.19477389818655	0.0150548106668418	4	4
Q5VYV7	SLX4IP	SLX4 interacting protein	128710	Q5VYV7	-0.279944473397439	0.589894277141283	3	4
Q5VZ89	DENND4C	DENN domain containing 4C	55667	Q5VZ89	-0.00499459964291639	0.981387288302494	4	4
Q5VZK9	CARMIL1	capping protein regulator and myosin 1 linker 1	55604	Q5VZK9	0.892094013305426	0.00281154243736157	4	4
Q5VZL5	ZMYM4	zinc finger MYM-type containing 4	9202	Q5VZL5	-0.0392739143136647	0.883917063632765	4	4
Q5W0B1	OBI1	ORC ubiquitin ligase 1	79596	Q5W0B1	0.119343473950409	0.673432833931036	4	4
Q5W0Q7	USPL1	ubiquitin specific peptidase like 1	10208	Q5W0Q7	0.653985535144566	NA	1	1
Q5W0Z9	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20	253832	Q5W0Z9	0.886863144457408	0.183290859403939	4	3
Q5ZPR3	CD276	CD276 molecule	80381	Q5ZPR3	1.57024786322715	NA	1	1
Q63HQ0	AP1AR	adaptor related protein complex 1 associated regulatory protein	55435	Q63HQ0	0.683795873810871	0.128385821336838	4	3
Q63ZY3	KANK2	KN motif and ankyrin repeat domains 2	25959	Q63ZY3	1.33541934557494	0.00166329052554572	4	4
Q63ZY6	Q63ZY6	NA	NA	Q63ZY6	-0.204251373688191	0.501757127350557	4	4
Q641Q2	WASHC2A	WASH complex subunit 2A	387680	Q641Q2	-0.072316384597107	0.683673175680039	4	4
Q658P3	STEAP3	STEAP3 metalloreductase	55240	Q658P3	-1.87106989333306	0.0868615916727241	1	4
Q658Y4	FAM91A1	family with sequence similarity 91 member A1	157769	Q658Y4	1.30634133685839	0.00638497572576218	4	4
Q659A1	ICE2	interactor of little elongation complex ELL subunit 2	79664	Q659A1	-0.470382135358649	0.24959571672951	4	4
Q659C4	LARP1B	La ribonucleoprotein 1B	55132	Q659C4	-0.169312589435374	0.723155624747245	4	4
Q66GS9	CEP135	centrosomal protein 135	9662	Q66GS9	0.599518830568476	0.0956553572037792	4	4
Q66K14	TBC1D9B	TBC1 domain family member 9B	23061	Q66K14	0.447669575192302	0.437359501680008	4	4
Q66K64	DCAF15	DDB1 and CUL4 associated factor 15	90379	Q66K64	-1.39018471734148	0.0135434274118579	2	3
Q66K74	MAP1S	microtubule associated protein 1S	55201	Q66K74	-0.0468873966468048	0.781812776359673	4	4
Q66PJ3	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4	51329	Q66PJ3	-0.0322791168303762	0.834235841061152	4	4
Q674X7	KAZN	kazrin, periplakin interacting protein	23254	Q674X7	-0.305176149542009	0.613969537312276	4	3
Q676U5	ATG16L1	autophagy related 16 like 1	55054	Q676U5	-1.26997804290031	0.0357256590397676	4	4
Q684P5	RAP1GAP2	RAP1 GTPase activating protein 2	23108	Q684P5	Inf	0	4	0
Q68CP9	ARID2	AT-rich interaction domain 2	196528	Q68CP9	-0.299859241042407	0.191510974490296	4	4
Q68CZ2	TNS3	tensin 3	64759	Q68CZ2	1.15928455056069	0.0044593582564255	4	4
Q68D10	SPTY2D1	SPT2 chromatin protein domain containing 1	144108	Q68D10	0.204188245404511	0.512030814419896	4	4
Q68D20	Q68D20	NA	NA	Q68D20	-1.81279825752814	0.0383034952173547	4	4
Q68DA7	FMN1	formin 1	342184	Q68DA7	Inf	0	3	0
Q68DC2	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	203286	Q68DC2	0.475284730076374	0.478509930748852	3	3
Q68DH5	LMBRD2	LMBR1 domain containing 2	92255	Q68DH5	-0.932325247469605	0.0206282510188686	4	4
Q68DK7	MSL1	MSL complex subunit 1	339287	Q68DK7	0.883652126366123	0.000518969631714818	4	4
Q68DQ2	CRYBG3	crystallin beta-gamma domain containing 3	131544	Q68DQ2	0.940124949246865	0.00354318006308864	4	4
Q68EM7	ARHGAP17	Rho GTPase activating protein 17	55114	Q68EM7	1.46192920916508	0.0109952424381863	4	4
Q69YH5	CDCA2	cell division cycle associated 2	157313	Q69YH5	1.23209315651262	0.00204079560423068	4	4
Q69YN4	VIRMA	vir like m6A methyltransferase associated	25962	Q69YN4	-0.316763483824877	0.047467566317596	4	4
Q69YQ0	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	23384	Q69YQ0	-0.645759457651742	0.03475264645715	4	4
Q6AHZ1	ZNF518A	zinc finger protein 518A	9849	Q6AHZ1	2.03123460298198	0.0138752443414082	2	2
Q6AI08	HEATR6	HEAT repeat containing 6	63897	Q6AI08	-1.13899421634248	0.0950821624947457	4	4
Q6AI39	BICRAL	BRD4 interacting chromatin remodeling complex associated protein like	23506	Q6AI39	0.454058752654846	0.214675680693071	4	4
Q6BDS2	UHRF1BP1	UHRF1 binding protein 1	54887	Q6BDS2	Inf	0	3	0
Q6DD87	ZNF787	zinc finger protein 787	126208	Q6DD87	0.328045942411059	0.672216360833709	4	3
Q6DN12	MCTP2	multiple C2 and transmembrane domain containing 2	55784	Q6DN12	-0.415505668331144	0.339607150334859	4	4
Q6DN90	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	9922	Q6DN90	1.03259128068445	0.0839400220413334	4	3
Q6DT37	CDC42BPG	CDC42 binding protein kinase gamma	55561	Q6DT37	1.89839382968953	0.00113407680979289	4	4
Q6FI81	CIAPIN1	cytokine induced apoptosis inhibitor 1	57019	Q6FI81	-0.111708314913987	0.847898986655357	4	4
Q6GQQ9	OTUD7B	OTU deubiquitinase 7B	56957	Q6GQQ9	-0.462102522315482	0.546677025162554	4	4
Q6GYQ0	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	253959	Q6GYQ0	1.19514551366	0.0477521104067796	4	4
Q6IA86	ELP2	elongator acetyltransferase complex subunit 2	55250	Q6IA86	-0.754324117528638	0.15804792969557	3	3
Q6IAA8	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	55004	Q6IAA8	0.244587574698495	0.375430198169163	4	4
Q6IBS0	TWF2	twinfilin actin binding protein 2	11344	Q6IBS0	0.340782671205413	0.622844729264754	4	1
Q6IBW4	NCAPH2	non-SMC condensin II complex subunit H2	29781	Q6IBW4	-0.719192082473377	0.123587976654843	4	4
Q6IC83	C22orf42	chromosome 22 open reading frame 42	150297	Q6IC83	-2.0436270572984	0.0185115980330487	4	4
Q6ICB0	DESI1	desumoylating isopeptidase 1	27351	Q6ICB0	2.21942531946902	0.00283365845872453	4	4
Q6ICG6	KIAA0930	KIAA0930	23313	Q6ICG6	3.01707918536873	0.0043192309706142	4	3
Q6IN85	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671	Q6IN85	-1.11786111122518	0.0016216058255581	4	4
Q6IQ21	ZNF770	zinc finger protein 770	54989	Q6IQ21	-0.938031660855853	0.284687505102713	3	4
Q6IQ22	RAB12	RAB12, member RAS oncogene family	201475	Q6IQ22	-1.71449793924291	0.000342983326821963	4	4
Q6IQ23	PLEKHA7	pleckstrin homology domain containing A7	144100	Q6IQ23	-1.78103402852976	0.00028359537854137	4	4
Q6IQ49	SDE2	SDE2 telomere maintenance homolog	163859	Q6IQ49	0.704564102822636	0.0330633812734655	4	4
Q6ISB3	GRHL2	grainyhead like transcription factor 2	79977	Q6ISB3	-0.652623570970192	0.065435518304604	4	4
Q6KC79	NIPBL	NIPBL cohesin loading factor	25836	Q6KC79	-1.28464217370384	0.00102235978147091	4	4
Q6L8Q7	PDE12	phosphodiesterase 12	201626	Q6L8Q7	1.80970802801843	0.00772889759685364	4	4
Q6MZP7	LIN54	lin-54 DREAM MuvB core complex component	132660	Q6MZP7	0.339119993562863	0.0441205299398785	4	4
Q6N021	TET2	tet methylcytosine dioxygenase 2	54790	Q6N021	Inf	0	3	0
Q6N043	ZNF280D	zinc finger protein 280D	54816	Q6N043	0.761482288422384	0.161144917233455	4	4
Q6NSZ9	ZSCAN25	zinc finger and SCAN domain containing 25	221785	Q6NSZ9	1.67993974517347	0.00269368366024557	4	1
Q6NTF9	RHBDD2	rhomboid domain containing 2	57414	Q6NTF9	1.97746010511465	0.0410489951101305	3	3
Q6NUJ5	PWWP2B	PWWP domain containing 2B	170394	Q6NUJ5	-1.08962952274967	0.0506802590499998	4	4
Q6NUK4	REEP3	receptor accessory protein 3	221035	Q6NUK4	1.36900115808765	0.00878536311000591	4	4
Q6NUQ4	TMEM214	transmembrane protein 214	54867	Q6NUQ4	-0.381578112479527	0.364701692829037	4	4
Q6NV74	CRACDL	CRACD like	343990	Q6NV74	-0.525047552588538	0.0944781800089197	4	4
Q6NXG1	ESRP1	epithelial splicing regulatory protein 1	54845	Q6NXG1	0.0206606715201596	0.967305046716445	1	4
Q6NXS1	Q6NXS1	NA	NA	Q6NXS1	-1.32244008452663	0.0858300419503405	4	4
Q6NXT4	SLC30A6	solute carrier family 30 member 6	55676	Q6NXT4	1.85784386638869	0.0362993115604895	4	3
Q6NXT6	TAPT1	transmembrane anterior posterior transformation 1	202018	Q6NXT6	-0.0800631103371787	0.906760541824481	3	4
Q6NYC8	PPP1R18	protein phosphatase 1 regulatory subunit 18	170954	Q6NYC8	-3.73685673250977	0.00028359537854137	4	4
Q6NZ36	FAAP20	FA core complex associated protein 20	199990	Q6NZ36	0.421721728738151	0.203393771763415	4	2
Q6NZI2	CAVIN1	caveolae associated protein 1	284119	Q6NZI2	-0.855750549561231	0.0441205299398785	4	4
Q6NZY4	ZCCHC8	zinc finger CCHC-type containing 8	55596	Q6NZY4	-1.83486761917812	0.00289290775876887	4	4
Q6P0N0	MIS18BP1	MIS18 binding protein 1	55320	Q6P0N0	-0.922197708215352	0.00246918181019043	4	4
Q6P0Q8	MAST2	microtubule associated serine/threonine kinase 2	23139	Q6P0Q8	0.679168243399943	0.259880849874024	4	4
