ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
6092	c-Jun-ATF3 complex	Human	JUN-ATF3 complex	MDA-MB-231 cells	P05412;P18847	3725;467	MI:0019- coimmunoprecipitation	GO:0006355	regulation of transcription, DNA-templated	11.02.03.04	transcriptional control	27751807	Transcription factor AP-1 ;Cyclic AMP-dependent transcription factor ATF-3	JUN;ATF3	;	OMIM:114480 Breast cancer	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6143	KPNB1-RAN complex	Human	Importin beta-RanGTP complex	None	P62826;Q14974	5901;3837	MI:0051-fluorescence technologies;MI:0413-electrophoretic mobility shift assay	GO:0006913;GO:0006611;GO:0005634;GO:0005737;GO:0055085	nucleocytoplasmic transport;protein export from nucleus;nucleus;cytoplasm;transmembrane transport	70.10;70.03	nucleus;cytoplasm	9323134	GTP-binding nuclear protein Ran;Importin subunit beta-1	RAN;KPNB1	ARA24;NTF97	None	None	NLS proteins are transported into the nucleus by the importin alpha/beta heterodimer. Importin alpha binds the NLS, while importin beta mediates translocation through the nuclear pore complex. After translocation, RanGTP, whose predicted concentration is high in the nucleus and low in the cytoplasm, binds importin beta disassembling the importin alpha/beta heterodimer.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6185	SAPCD2-Galphai-LGN complex	Human	SAPCD2-GNAI1-GPSM2 complex	HEK-293T cells	P63096;P81274;Q86UD0	2770;29899;89958	MI:0019- coimmunoprecipitation;MI:0096- pull down	GO:0000132;GO:0008356	establishment of mitotic spindle orientation;asymmetric cell division	None	None	26766442	Guanine nucleotide-binding protein G;G-protein-signaling modulator 2 ;Suppressor APC domain-containing protein 2	GNAI1;GPSM2;SAPCD2	;LGN;C9orf140	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
6235	c-Fos-c-Jun-SAF-1 complex	Human	None	HTB-94 cells	P01100;P05412;P56270	2353;3725;4150	MI:0019- coimmunoprecipitation	GO:0006355;GO:0003677	regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	19028685	Proto-oncogene c-Fos ;Transcription factor AP-1 ;Myc-associated zinc finger protein	FOS;JUN;MAZ	G0S7;;ZNF801	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
6270	DMTN-SYNE1- complex	Human	None	None	Q08495;Q8NF91	2039;23345	None	None	None	None	None	22927433	Dematin ;Nesprin-1	DMTN;SYNE1	DMT EPB49;C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6287	SLC2A1-DMTN-ADD2 complex	Human	None	human erythrocyte ghosts	P11166;P35612;Q08495	6513;119;2039	MI:0019- coimmunoprecipitation	GO:0003779;GO:0044425;GO:0030507	actin binding;membrane part;spectrin binding	None	None	18347014	Solute carrier family 2, facilitated glucose transporter member 1 ;Beta-adducin ;Dematin	SLC2A1;ADD2;DMTN	GLUT1;ADDB;DMT EPB49	None	None	The authors proposed model predicts a major role of GLUT1 interactions with dematin and adducin in stabilizing the vertical linkage of the junctional complex.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
6296	SPATA2-CYLD complex	Human	None	U2OS cells	Q9NQC7;Q9UM82	1540;9825	MI:0071-molecular sieving	GO:0070536;GO:0045087;GO:0007249	protein K63-linked deubiquitination;innate immune response;I-kappaB kinase/NF-kappaB signaling	36.25.16.01;30.01.05.01.04	innate immune response (invertebrates and vertebrates);NIK-I-kappaB/NF-kappaB cascade	27591049	Ubiquitin carboxyl-terminal hydrolase CYLD;Spermatogenesis-associated protein 2	CYLD;SPATA2	CYLD1, KIAA0849;KIAA0757, PD1	None	None	The SPATA2 PUB domain (aa 1\u2013241) formes a 2:2 complex with dimeric CYLD USP domain of 136 kDa in SEC-MALS.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6300	CDKN1A-TP53-CDK1-PCNA complex	Human	None	None	P04637;P06493;P38936	7157;983;1026	MI:0045- experimental	None	None	None	None	7624128	Cellular tumor antigen p53;Cyclin-dependent kinase 1 ;Cyclin-dependent kinase inhibitor 1	TP53;CDK1;CDKN1A	P53;CDC2 CDC28A CDKN1 P34CDC2;CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	537	0.456891661939875	4.37740533829919	0.0035157301094522	Cal33-HSC6
6332	Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	Human	ELP1-ELP2-ELP3-ELP4-ELP5-ELP6 complex	HEK-293 cells	O95163;Q0PNE2;Q6IA86;Q8TE02;Q96EB1;Q9H9T3	8518;54859;55250;23587;26610;55140	MI:0019-coimmunoprecipitation	GO:0006357	regulation of transcription from RNA polymerase II promoter	None	None	22854966	Elongator complex protein 1 ;Elongator complex protein 6 ;Elongator complex protein 2 ;Elongator complex protein 5 ;Elongator complex protein 4 ;Elongator complex protein 3	IKBKAP;ELP6;ELP2;ELP5;ELP4;ELP3	ELP1 IKAP;ATP1 C3orf75 TMEM103;STATIP1;C17orf81 DERP6;C11orf19 PAXNEB;	OMIM:117100  Centrotemporal epilepsy (PMID:19172991).	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	6	2	537	0.91378332387975	2.1887026691496	0.0491155891794985	Cal33-HSC6
6428	SPG3A oligomer complex	Human	Atlastin-1 oligomer complex; ATL1 oligomer complex	None	Q8WXF7	51062	MI:0019-coimmunoprecipitation;MI:0397-two hybrid array;MI:0091-chromatography technologies;MI:0030-cross-linking studies	GO:0098796	membrane protein complex	None	None	14506257	Atlastin-1	ATL1	GBP3,SPG3A	None	None	Yeast two-hybrid analyses and co-immunoprecipitation studies demonstrated that atlastin-1 can self-associate, and gel-exclusion chromatography and chemical cross-linking studies indicated that atlastin-1 exists as an oligomer in vivo, most likely a tetramer. Membrane fractionation and protease protection assays revealed that atlastin-1 is an integral membrane protein with two predicted transmembrane domains; both the N-terminal GTP-binding and C-terminal domains are exposed to the cytoplasm. Together, these findings indicate that the SPG3A protein atlastin-1 is a multimeric integral membrane GTPase that may be involved in Golgi membrane dynamics or vesicle trafficking.	Homo sapiens (Human)	1	1	537	0.152297220646625	6.56610800744879	0	Cal33-HSC6
6430	ATL2-SPG31 complex	Human	REEP1-ATL2 complex	None	Q8NHH9;Q9H902	64225;65055	MI:0019-coimmunoprecipitation	GO:0007029;GO:0008017	endoplasmic reticulum organization;microtubule binding	42.07	endoplasmic reticulum	20200447	Atlastin-2;Receptor expression-enhancing protein 1	ATL2;REEP1	ARL6IP2;C2orf23,SPG31	Mutations in the receptor expression enhancing protein 1 (REEP1) gene have been reported to be associated with an autosomal dominant HSP phenotype (SPG31) (PMID:19034539). REEP proteins were required for ER network formation, and REEP1 also bound microtubules and promoted ER alignment along the microtubule cytoskeleton (PMID:20200447).	None	REEP1 coimmunoprecipitated with the human atlastin family members, atlastin-1, atlastin-2 and atlastin-3. ATL2 and ATL3 are highly similar to ATL1 in the membrane-spanning regions but divergent in the cytoplasmic C terminus.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6507	SERCA-PLN complex	Human	ATP2A2-PLN complex	HEK293 cells	P16615;P26678	488;5350	MI:0055-fluorescent resonance energy transfer	GO:0006816;GO:1901897;GO:0003697;GO:0035198	calcium ion transport;regulation of relaxation of cardiac muscle;single-stranded DNA binding;miRNA binding	None	None	26292938	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Cardiac phospholamban	ATP2A2;PLN	ATP2B;PLB	OMIM:609909 Cardiomyopathy, dilated, 1P (PMID:25563649).	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6524	DZIP1-GLI3 complex	Human	None	HEK293 cells	P10071;Q86YF9	2737;22873	MI:0019-coimmunoprecipitation	GO:0060271;GO:0007224	cilium assembly;smoothened signaling pathway	30.05.02.16	hedgehog-dependent signalling pathway	23955340	Transcriptional activator GLI3;Zinc finger protein DZIP1	GLI3;DZIP1	None;DZIP, DZIP2, KIAA0996	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	537	0.30459444129325	6.56610800744879	0	Cal33-HSC6
6525	SPG3A-SPG33 complex	Human	ZFYVE27-Atlastin1 complex; SPG33-ATL1 complex	HEK293T cells	Q5T4F4;Q8WXF7	118813;51062	MI:0019-coimmunoprecipitation	GO:0005783;GO:0016192;GO:0071787;GO:0071788	endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance	70.07;20.09.07	endoplasmic reticulum;vesicular transport (Golgi network, etc.)	24668814	Protrudin;Atlastin-1	ZFYVE27;ATL1	SPG33;GBP3,SPG3A	The protrudin gene (ZFYVE27) is mutated in a subset of individuals with hereditary spastic paraplegia (HSP), and protrudin is therefore also referred to as spastic paraplegia 33 (SPG33). It is suggested that protrudin contributes to the regulation of ER morphology and function, and that its deregulation by mutation is a causative defect in HSP.	None	Protrudin is an integral membrane protein that regulates polarized vesicular trafficking in neurons. It possesses a hairpin domain and interacts with HSP-related proteins including myelin proteolipid protein 1 (SPG2), atlastin-1 (SPG3A), REEP1 (SPG31), REEP5 (similar to REEP1), Kif5A (SPG10), Kif5B, Kif5C, andreticulon 1, 3, and 4 (similar to reticulon 2, SPG12). Membrane topology analysis indicated that one of three hydrophobic segments of protrudin forms a hydrophobic hairpin domain similar to those of other SPG proteins. Protrudin was found to localize predominantly to the tubular endoplasmic reticulum (ER), and forced expression of protrudin promoted the formation and stabilization of the tubular ER network. Protrudin facilitates the interaction of Kif5 with Rab11, VAP family proteins, Surf4, and reticulon proteins, suggesting that it serves as an adaptor protein and that the protrudin-Kif5 complex contributes to the transport of these proteins in neurons.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6531	CEP164-DZIP1 complex	Human	None	HEK293 cells	Q86YF9;Q9UPV0	22873;22897	MI:0019-coimmunoprecipitation	GO:0042073;GO:0007224	intraciliary transport;smoothened signaling pathway	30.05.02.16	hedgehog-dependent signalling pathway	23955340	Zinc finger protein DZIP1;Centrosomal protein of 164 kDa	DZIP1;CEP164	DZIP, DZIP2, KIAA0996;KIAA1052, NPHP15	CEP164 is involved in Nephronophthisis 15 (PMID:22863007).	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6533	DZIP1-IFT88 complex	Human	None	HEK293 cells	Q13099;Q86YF9	8100;22873	MI:0019-coimmunoprecipitation	GO:0035720;GO:0060271;GO:0005814	intraciliary anterograde transport;cilium assembly;centriole	None	None	22863007	Intraflagellar transport protein 88 homolog;Zinc finger protein DZIP1	IFT88;DZIP1	TG737 TTC10;DZIP, DZIP2, KIAA0996	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6552	KIF5B-SPG33 complex	Human	ZFYVE27-KIF5B complex; Protrudin-KNS1 complex	HEK293T cells; HeLa cells	P33176;Q5T4F4	3799;118813	MI:0019-coimmunoprecipitation	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	70.07;20.09.07	endoplasmic reticulum;vesicular transport (Golgi network, etc.)	21976701	Kinesin-1 heavy chain;Protrudin	KIF5B;ZFYVE27	KNS, KNS1;SPG33	The protrudin gene (ZFYVE27) is mutated in a subset of individuals with hereditary spastic paraplegia (HSP), and protrudin is therefore also referred to as spastic paraplegia 33 (SPG33). It is suggested that protrudin contributes to the regulation of ER morphology and function, and that its deregulation by mutation is a causative defect in HSP (PMID:24668814).	None	Protrudin is a membrane protein that regulates polarized vesicular trafficking in neurons (PMID:24668814). It serves as an adaptor molecule that connects KIF5 and its cargoes in vesicular transport during process formation. Protrudin facilitated the interaction of KIF5 with Rab11, VAP-A and -B, Surf4, and RTN3, suggesting that protrudin serves as an adaptor protein and that the protrudin-KIF5 complex contributes to the transport of these proteins in neurons.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6609	ATL2-SPG33 complex	Human	Protrudin-Atlastin2 complex; ZFYVE27-ARL6IP2 complex	HeLa cells; HEK293T cells	Q5T4F4;Q8NHH9	118813;64225	MI:0019-coimmunoprecipitation	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	70.07;20.09.07	endoplasmic reticulum;vesicular transport (Golgi network, etc.)	23969831	Protrudin;Atlastin-2	ZFYVE27;ATL2	SPG33;ARL6IP2	The protrudin gene (ZFYVE27) is mutated in a subset of individuals with hereditary spastic paraplegia (HSP), and protrudin is therefore also referred to as spastic paraplegia 33 (SPG33). It is suggested that protrudin contributes to the regulation of ER morphology and function, and that its deregulation by mutation is a causative defect in HSP (PMID:24668814).	None	Protrudin binds all three human atlastins (atlastin-1, atlastin-2, and atlastin-3) and endoplasmic reticulum-shaping proteins and regulates network formation. The interaction with atlastins required protrudin residues 1-205.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6647	MED15-WWTR1 complex	Human	ARC105-TAZ complex	HEK293T cells	Q96RN5;Q9GZV5	51586;25937	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	18568018	Mediator of RNA polymerase II transcription subunit 15;WW domain-containing transcription regulator protein 1	MED15;WWTR1	ARC105 CTG7A PCQAP TIG1 TNRC7;TAZ	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6651	WWTR1-YAP1 complex	Human	TAZ-YAP complex	HEK 293T cells	P46937;Q9GZV5	10413;25937	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	16332960	Transcriptional coactivator YAP1;WW domain-containing transcription regulator protein 1	YAP1;WWTR1	YAP65;TAZ	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6652	WWTR1 homodimer	Human	TAZ homodimer	HEK 293T cells	Q9GZV5	25937	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	16332960	WW domain-containing transcription regulator protein 1	WWTR1	TAZ	None	None	None	Homo sapiens (Human)	1	1	537	0.152297220646625	6.56610800744879	0	Cal33-HSC6
6660	LATS1-NPHP4 complex	Human	None	HEK293T cells	O75161;O95835	261734;9113	MI:0019-coimmunoprecipitation	GO:0035329	hippo signaling	None	None	21555462	Nephrocystin-4;Serine/threonine-protein kinase LATS1	NPHP4;LATS1	KIAA0673;WARTS	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6661	NEK8-WWTR1 complex	Human	NPHP9-TAZ complex	HEK293T cells	Q86SG6;Q9GZV5	284086;25937	MI:0019-coimmunoprecipitation	GO:0005634;GO:0035329	nucleus;hippo signaling	70.1	nucleus	23026745	Serine/threonine-protein kinase Nek8;WW domain-containing transcription regulator protein 1	NEK8;WWTR1	JCK, NEK12A, NPHP9;TAZ	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6676	WWTR1-YWHAQ complex	Human	TAZ-14-3-3 complex	HEK293T cells	P27348;Q9GZV5	10971;25937	MI:0019-coimmunoprecipitation	GO:0035329;GO:0006351	hippo signaling;transcription, DNA-templated	11	TRANSCRIPTION	21555462	14-3-3 protein theta;WW domain-containing transcription regulator protein 1	YWHAQ;WWTR1	None;TAZ	None	The authors did not mention which 14-3-3 protein was used.	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6706	CAPN1-HSP90AB1 complex	Human	None	human leukemic T cell JA3 cells	P07384;P08238	823;3326	MI:0019-coimmunoprecipitation	GO:0006508	proteolysis	None	None	25575026	Calpain-1 catalytic subunit;Heat shock protein HSP 90-beta	CAPN1;HSP90AB1	CANPL1;HSP90B HSPC2 HSPCB	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6726	GRASP1-GRIP1 complex	Human	None	HEK293 cells	Q4V328;Q9Y3R0	56850;23426	MI:0019-coimmunoprecipitation	GO:0005088	Ras guanyl-nucleotide exchange factor activity	None	None	10896157	GRIP1-associated protein 1;Glutamate receptor-interacting protein 1	GRIPAP1;GRIP1	KIAA1167;None	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
6732	RHINO-TopBP1 complex	Human	None	HEK293 Flp-In T-REx cells; transfected Sf21 cells	Q92547;Q9BSD3	11073;83695	MI:0007-anti tag coimmunoprecipitation	GO:0006281;GO:0000077;GO:0000785;GO:0005634	DNA repair;DNA damage checkpoint;chromatin;nucleus	10.01.05.01;70.10	DNA repair;nucleus	25602520	DNA topoisomerase 2-binding protein 1;RAD9, HUS1, RAD1-interacting nuclear orphan protein 1	TOPBP1;RHNO1	KIAA0259;C12orf32,RHINO,HKMT1188	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
