ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
5924	RAF1-CNK1 complex, RAS stimulated	Human	None	HEK 293T cells	P04049;Q969H4	5894;10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	RAF proto-oncogene serine/threonine-protein kinase;Connector enhancer of kinase suppressor of ras 1	RAF1;CNKSR1	RAF;CNK1	None	None	The authors described that the interaction between the wild-type proteins of Raf and CNK was detectable but weak. Further they showed that coexpression of activated RasV12 enhanced the association between the two proteins, indicating that Raf-1 preactivated by RasV12 undergoes a conformational change that improves its binding to CNK1.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
5926	CNK1 homodimer complex	Human	None	HEK 293T cells	Q969H4	10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	Connector enhancer of kinase suppressor of ras 1	CNKSR1	CNK1	None	None	The authors showed that coexpression of activators of the MAP kinase pathway such as RasV12 or the constitutively active MEK mutant MEK-Glu-217/Glu-221  strongly induced dimerization of the CNK proteins.	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
5928	CNK1-SRC-RAF1 complex	Human	None	HEK 293T cells	P04049;P12931;Q969H4	5894;6714;10256	MI:0007- anti tag coimmunoprecipitation	GO:0023052	signaling	30.01	cellular signalling	15845549	RAF proto-oncogene serine/threonine-protein kinase;Proto-oncogene tyrosine-protein kinase Src;Connector enhancer of kinase suppressor of ras 1	RAF1;SRC;CNKSR1	RAF;SRC1;CNK1	None	None	The results indicated that CNK1 regulates the Src-dependent activation of Raf-1 only under optimized conditions. Too low or too high amounts of CNK1 prevented the formation of the trimeric complex and promoted dimerization between CNK1 and Src or Raf-1, thereby preventing activation of Raf-1 by Src. The authors describe that CNK1 acts as a scaffold protein that assembles and coordinates two kinases of a single signaling pathway.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6036	PARK2-EPS15-EGFR	Human	None	None	O60260;P00533;P42566	None;None;None	MI:0007-anti tag coimmunoprecipitation	GO:0007034;GO:0007173	vacuolar transport;epidermal growth factor receptor signaling pathway	20.09.13;30.05.01.12.01	vacuolar/lysosomal transport;EGF-receptor signalling pathway	16862145	E3 ubiquitin-protein ligase parkin;Epidermal growth factor receptor;Epidermal growth factor receptor substrate 15	PARK2;EGFR;EPS15	PRKN;ERBB, ERBB1, HER1;AF1P	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6072	TRA2B1-SRp30c-SRp55 complex	Human	None	None	P62995;Q13242;Q13247	None;None;None	MI:0019-coimmunoprecipitation	GO:0043484;GO:0048024	regulation of RNA splicing;regulation of mRNA splicing, via spliceosome	11.04.03.01.10	regulation of splicing	15695522	Transformer-2 protein homolog beta;Serine/arginine-rich splicing factor 9;Serine/arginine-rich splicing factor 6	TRA2B;SRSF9;SRSF6	SFRS10;SFRS9 SRP30C;SFRS6 SRP55	None	TRA2B1 variant was used.	SRp30c is also known as SRSF9, and SRp55 as SRSF6. To confirm that the three factors can act as a complex, co-immunoprecipitations of the three proteins were done. It could be shown that htra2beta1 (a variant of TRA2B) interacts with SRp55 and that SRp30c interacts with both SRp55 and htra2beta1.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6141	Importin alpha-CAS-RanGTP complex	Human	None	None	P52292;P55060;P62826	3838;1434;5901	MI:0051-fluorescence technologies;MI:0413-electrophoretic mobility shift assay	GO:0006913;GO:0005634;GO:0015031;GO:0005737;GO:0006611;GO:0055085	nucleocytoplasmic transport;nucleus;protein transport;cytoplasm;protein export from nucleus;transmembrane transport	70.10;20.01.10;70.03	nucleus;protein transport;cytoplasm	9323134	Importin subunit alpha-1;Exportin-2;GTP-binding nuclear protein Ran	KPNA2;CSE1L;RAN	RCH1, SRP1;CAS XPO2;ARA24	None	None	NLS proteins are transported into the nucleus by the importin alpha/beta heterodimer. Importin alpha binds the NLS, while importin beta mediates translocation through the nuclear pore complex. After translocation, RanGTP, whose predicted concentration is high in the nucleus and low in the cytoplasm, binds importin beta and displaces importin alpha. Importin alpha must then be returned to the cytoplasm, leaving the NLS protein behind. CAS protein mediates importin alpha re-export. CAS binds strongly to importin alpha only in the presence of RanGTP, forming an importin alpha/CAS/RanGTP complex. Importin alpha is released from this complex in the cytoplasm by the combined action of RanBP1 and RanGAP1. CAS binds preferentially to NLS-free importin alpha, hereby leaving import substrates back in the nucleus. CAS binding to importin alpha depends on RanGTP. It was shown that without further addition or with addition of wild-type RanGDP, importin beta bound efficiently to importin alpha, but CAS only weakly. The opposite pattern was observed when the permanently GTP-bound Ran mutants were added: importin beta binding was completely abolished, whereas the CAS binding to importin alpha was greatly enhanced. This suggested that the CAS/RanGTP complex is the high affinity form for importin alpha binding.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6185	SAPCD2-Galphai-LGN complex	Human	SAPCD2-GNAI1-GPSM2 complex	HEK-293T cells	P63096;P81274;Q86UD0	2770;29899;89958	MI:0019- coimmunoprecipitation;MI:0096- pull down	GO:0000132;GO:0008356	establishment of mitotic spindle orientation;asymmetric cell division	None	None	26766442	Guanine nucleotide-binding protein G;G-protein-signaling modulator 2 ;Suppressor APC domain-containing protein 2	GNAI1;GPSM2;SAPCD2	;LGN;C9orf140	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6194	B-WICH complex	Human	None	HeLa cells	O00159;O60264;O75533;P35659;Q03468;Q9BQG0;Q9NR30;Q9UIG0	4641;8467;23451;7913;2074;10514;9188;9031	MI:0019- coimmunoprecipitation;MI:0226- ion exchange chromatography	GO:0003682;GO:0001035;GO:0005634	chromatin binding;transcription from RNA polymerase III type 3 promoter;nucleus	70.1	nucleus	25883140	Unconventional myosin-Ic ;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Splicing factor 3B subunit 1 ;Protein DEK;DNA excision repair protein ERCC-6 ;Myb-binding protein 1A;Nucleolar RNA helicase 2 ;Tyrosine-protein kinase BAZ1B	MYO1C;SMARCA5;SF3B1;DEK;ERCC6;MYBBP1A;DDX21;BAZ1B	;SNF2H WCRF135;SAP155;;CSB;P160;;WBSC10 WBSCR10 WBSCR9 WSTF	None	None	The 45 S rRNA, the 5 S rRNA, and the 7SL RNA are parts of the B-WICH complex.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	8	5	1158	2.62733976176971	1.90306563039724	0.0180842958160999	Cal33-HSC6
6235	c-Fos-c-Jun-SAF-1 complex	Human	None	HTB-94 cells	P01100;P05412;P56270	2353;3725;4150	MI:0019- coimmunoprecipitation	GO:0006355;GO:0003677	regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	19028685	Proto-oncogene c-Fos ;Transcription factor AP-1 ;Myc-associated zinc finger protein	FOS;JUN;MAZ	G0S7;;ZNF801	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6264	DLG5-SORBS3-CTNNB1 complex	Mammalia	None	COS-7 cells	O60504;P35222;Q8TDM6	10174;1499;9231	MI:0019- coimmunoprecipitation	GO:0005911	cell-cell junction	70.06.04	intercellular junction (gap junction/adherens junction)	12657639	Vinexin ;Catenin beta-1;Disks large homolog 5	SORBS3;CTNNB1;DLG5	SCAM1;CTNNB;KIAA0583 PDLG	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6287	SLC2A1-DMTN-ADD2 complex	Human	None	human erythrocyte ghosts	P11166;P35612;Q08495	6513;119;2039	MI:0019- coimmunoprecipitation	GO:0003779;GO:0044425;GO:0030507	actin binding;membrane part;spectrin binding	None	None	18347014	Solute carrier family 2, facilitated glucose transporter member 1 ;Beta-adducin ;Dematin	SLC2A1;ADD2;DMTN	GLUT1;ADDB;DMT EPB49	None	None	The authors proposed model predicts a major role of GLUT1 interactions with dematin and adducin in stabilizing the vertical linkage of the junctional complex.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6300	CDKN1A-TP53-CDK1-PCNA complex	Human	None	None	P04637;P06493;P38936	7157;983;1026	MI:0045- experimental	None	None	None	None	7624128	Cellular tumor antigen p53;Cyclin-dependent kinase 1 ;Cyclin-dependent kinase inhibitor 1	TP53;CDK1;CDKN1A	P53;CDC2 CDC28A CDKN1 P34CDC2;CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6302	B-WICH complex	Human	None	HeLa cells	O00159;O60264;O75533;P35659;Q03468;Q9BQG0;Q9C093;Q9NR30;Q9UIG0	4641;8467;23451;7913;2074;10514;79925;9188;9031	MI:0071-molecular sieving;MI:0226-ion exchange chromatography;MI:0019-coimmunoprecipitation	GO:0006351;GO:0043044;GO:0005634	transcription, DNA-templated;ATP-dependent chromatin remodeling;nucleus	11;70.10	TRANSCRIPTION;nucleus	16603771	Unconventional myosin-Ic ;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Splicing factor 3B subunit 1 ;Protein DEK;DNA excision repair protein ERCC-6 ;Myb-binding protein 1A;Sperm flagellar protein 2 ;Nucleolar RNA helicase 2 ;Tyrosine-protein kinase BAZ1B	MYO1C;SMARCA5;SF3B1;DEK;ERCC6;MYBBP1A;SPEF2;DDX21;BAZ1B	;SNF2H WCRF135;SAP155;;CSB;P160;KIAA1770 KPL2;;WBSC10 WBSCR10 WBSCR9 WSTF	None	Interactions in the B-WICH Depend on RNA and active transcription. U1 small nuclear ribonucleoprotein 1SNRP homolog protein was nor available at the time of annotation	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	9	5	1158	2.95575723199092	1.69161389368643	0.0392823726377158	Cal33-HSC6
6341	PAK1-betaPIX-GIT1-paxillin complex	Human	PAK1-ARHGEF7-GIT1-PXN complex	None	P49023;Q13153;Q14155;Q9Y2X7	5829;5058;8874;28964	MI:0019-coimmunoprecipitation	None	None	None	None	16944954	Paxillin;Serine/threonine-protein kinase PAK 1;Rho guanine nucleotide exchange factor 7;ARF GTPase-activating protein GIT1	PXN;PAK1;ARHGEF7;GIT1	;None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;None	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	4	1158	1.31366988088486	3.04490500863558	0	Cal33-HSC6
6343	SETD7-YAP-AXIN1-beta-catenin complex	Human	SETD7-YAP1-AXIN1-CTNNB1 complex	HEK-293T cells	O15169;P35222;P46937;Q8WTS6	8312;1499;10413;80854	MI:0019-coimmunoprecipitation	GO:0030111;GO:0035330	regulation of Wnt signaling pathway;regulation of hippo signaling	None	None	27046831	Axin-1 ;Catenin beta-1;Transcriptional coactivator YAP1;Histone-lysine N-methyltransferase SETD7	AXIN1;CTNNB1;YAP1;SETD7	AXIN;CTNNB;YAP65;KIAA1717 KMT7 SET7 SET9	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
6353	beta-Catenin destruction complex	Human	CTNNB1-APC-AXIN-GSK3B complex	MCF-7 cells	O15169;P25054;P35222;P49841	8312;324;1499;2932	MI:0027-cosedimentation	GO:0030877	beta-catenin destruction complex	None	None	11157977	Axin-1 ;Adenomatous polyposis coli protein;Catenin beta-1;Glycogen synthase kinase-3 beta	AXIN1;APC;CTNNB1;GSK3B	AXIN;DP2.5;CTNNB;None	OMIM:114500 Colorectal cancer, OMIM:175100 Adenomatous polyposis of the colon (PMID:27462886).	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
6362	PDLIM1-E-cadherin-beta-catenin complex	Human	PDLIM1-CDH1-CTNNB1 complex	None	O00151;P12830;P35222	9124;999;1499	MI:0019-coimmunoprecipitation	GO:0061635	regulation of protein complex stability	None	None	26701804	PDZ and LIM domain protein 1 ;Cadherin-1;Catenin beta-1	PDLIM1;CDH1;CTNNB1	CLIM1 CLP36;CDHE UVO;CTNNB	Colorectal cancer (PMID:26701804).	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6428	SPG3A oligomer complex	Human	Atlastin-1 oligomer complex; ATL1 oligomer complex	None	Q8WXF7	51062	MI:0019-coimmunoprecipitation;MI:0397-two hybrid array;MI:0091-chromatography technologies;MI:0030-cross-linking studies	GO:0098796	membrane protein complex	None	None	14506257	Atlastin-1	ATL1	GBP3,SPG3A	None	None	Yeast two-hybrid analyses and co-immunoprecipitation studies demonstrated that atlastin-1 can self-associate, and gel-exclusion chromatography and chemical cross-linking studies indicated that atlastin-1 exists as an oligomer in vivo, most likely a tetramer. Membrane fractionation and protease protection assays revealed that atlastin-1 is an integral membrane protein with two predicted transmembrane domains; both the N-terminal GTP-binding and C-terminal domains are exposed to the cytoplasm. Together, these findings indicate that the SPG3A protein atlastin-1 is a multimeric integral membrane GTPase that may be involved in Golgi membrane dynamics or vesicle trafficking.	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
6496	TOM20-TOM22-pOTC complex	Human	TOMM20-TOMM22-pOTC complex	None	P00480;Q15388;Q9NS69	5009;9804;56993	MI:0019-coimmunoprecipitation	GO:0005742;GO:0005739;GO:0006839	mitochondrial outer membrane translocase complex;mitochondrion;mitochondrial transport	70.16;20.09.04	mitochondrion;mitochondrial transport	10982837	Ornithine carbamoyltransferase, mitochondrial;Mitochondrial import receptor subunit TOM20 homolog;Mitochondrial import receptor subunit TOM22 homolog	OTC;TOMM20;TOMM22	None;KIAA0016;TOM22	None	None	Tom22 functions as an import receptor for preproteins. It forms a receptor complex with human Tom20. The internal segment of the human Tom22 cytosolic domain is important for the complex formation. The N-terminal domain of Tom22 is important for binding to the mature portion of pre-ornithine transcarbamylase (pOTC).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6503	SOS1-ABI1-EPS8L2 complex	Human	None	None	Q07889;Q8IZP0;Q9H6S3	6654;10006;64787	MI:0007-anti tag coimmunoprecipitation	GO:0031532;GO:0007264;GO:0007169	actin cytoskeleton reorganization;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	30.01.05.05.01;30.05.01.12	small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signalling pathways	14565974	Son of sevenless homolog 1;Abl interactor 1;Epidermal growth factor receptor kinase substrate 8-like protein 2	SOS1;ABI1;EPS8L2	None;SSH3BP1;EPS8R2	None	None	Similarly to eps8, eps8Ls interact with Abi1 and Sos-1; however, only eps8L1 and eps8L2 activate the Rac-GEF activity of Sos-1, and bind to actin in vivo.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6524	DZIP1-GLI3 complex	Human	None	HEK293 cells	P10071;Q86YF9	2737;22873	MI:0019-coimmunoprecipitation	GO:0060271;GO:0007224	cilium assembly;smoothened signaling pathway	30.05.02.16	hedgehog-dependent signalling pathway	23955340	Transcriptional activator GLI3;Zinc finger protein DZIP1	GLI3;DZIP1	None;DZIP, DZIP2, KIAA0996	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
6651	WWTR1-YAP1 complex	Human	TAZ-YAP complex	HEK 293T cells	P46937;Q9GZV5	10413;25937	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	16332960	Transcriptional coactivator YAP1;WW domain-containing transcription regulator protein 1	YAP1;WWTR1	YAP65;TAZ	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1158	0.656834940442428	3.04490500863558	0	Cal33-HSC6
6652	WWTR1 homodimer	Human	TAZ homodimer	HEK 293T cells	Q9GZV5	25937	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	16332960	WW domain-containing transcription regulator protein 1	WWTR1	TAZ	None	None	None	Homo sapiens (Human)	1	1	1158	0.328417470221214	3.04490500863558	0	Cal33-HSC6
6655	CTNNB1-TBX5-YAP1 complex	Human	None	HEK 293T cells	P35222;P46937;Q99593	1499;10413;6910	MI:0019-coimmunoprecipitation	GO:0006351	transcription, DNA-templated	11	TRANSCRIPTION	23245941	Catenin beta-1;Transcriptional coactivator YAP1;T-box transcription factor TBX5	CTNNB1;YAP1;TBX5	CTNNB;YAP65;None	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1158	0.985252410663642	2.02993667242372	0.035360827805372	Cal33-HSC6
6778	SCRIB-ARHGEF7-PAK1-GIT1 complex	Human	None	HEK293 cells	Q13153;Q14155;Q14160;Q9Y2X7	5058;8874;23513;28964	MI:0019-coimmunoprecipitation	GO:0007163;GO:0016477	establishment or maintenance of cell polarity;cell migration	34.05.01	cell migration	22179838	Serine/threonine-protein kinase PAK 1;Rho guanine nucleotide exchange factor 7;Protein scribble homolog;ARF GTPase-activating protein GIT1	PAK1;ARHGEF7;SCRIB;GIT1	None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None	None	None	SCRIB associates independently with ARHGEF\u2013PAK\u2013GIT protein complexes and with NOS1AP\u2013VANGL protein complexes.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
6779	SCRIB-GIT1-ARHGEF7-PAK complex	Human	SCRIB-GIT1-beta-PIX and PAK complex	T47D human breast cancer cells	Q13153;Q14155;Q14160;Q9Y2X7	5058;8874;23513;28964	MI:0019-coimmunoprecipitation	GO:0016477;GO:0031252;GO:0007163	cell migration;cell leading edge;establishment or maintenance of cell polarity	34.05.01	cell migration	18716323	Serine/threonine-protein kinase PAK 1;Rho guanine nucleotide exchange factor 7;Protein scribble homolog;ARF GTPase-activating protein GIT1	PAK1;ARHGEF7;SCRIB;GIT1	None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None	None	Since the authors did not specify PAK, we used isoform PAK1.	The data demonstrate that the HRG (heregulin b1, a growth factor triggering cell motility)-dependent migration of T47D cells is controlled by the ability of Scrib to interact with the beta-PIX-PAK complex.Scrib interacts with the beta-PIX-PAK protein complex and is required for the retention of the protein complex at the leading edge of migratory cells.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1158	1.31366988088486	2.28367875647668	0.0115928913185367	Cal33-HSC6
