Protein	Gene	ProteinName	EntrezID	ProteinRef	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
Q8NFJ5	GPRC5A	G protein-coupled receptor class C group 5 member A	9052	Q8NFJ5	Cal33-HSC6	0.745289867938392	0.272213370030256	2.73788854623692	6	0.0338302508593222	0.0732260494466907	NA	0.160714285714286	0.160714285714286
Q8NFN8	GPR156	G protein-coupled receptor 156	165829	Q8NFN8	Cal33-HSC6	-1.10548714564029	0.180793005326327	-6.1146566132075	5	0.00169591205948594	0.00852670018044345	NA	0.125	0
Q8NFQ8	TOR1AIP2	torsin 1A interacting protein 2	163590	Q8NFQ8	Cal33-HSC6	0.119476608682181	0.782294829422934	0.152725806420469	2	0.892630832768372	0.925391557052825	NA	0.5	0
Q8NG27	PJA1	praja ring finger ubiquitin ligase 1	64219	Q8NG27	Cal33-HSC6	-0.93957241871037	NA	NA	0	NA	NA	NA	0.75	0
Q8NG31	KNL1	kinetochore scaffold 1	57082	Q8NG31	Cal33-HSC6	0.065878271355029	0.256343677337479	0.256991988408981	6	0.805770751716719	0.855761865732499	NA	0.6875	0.1875
Q8NGS5	OR13C4	olfactory receptor family 13 subfamily C member 4	138804	Q8NGS5	Cal33-HSC6	0.942140628242388	1.17231597420288	0.803657588034659	4	0.466637292161163	0.566872620465907	NA	0.25	0
Q8NH19	OR10AG1	olfactory receptor family 10 subfamily AG member 1	282770	Q8NH19	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
Q8NHG8	ZNRF2	zinc and ring finger 2	223082	Q8NHG8	Cal33-HSC6	1.90887443428177	0.206759806732558	9.23232839325915	6	9.11630949134157e-05	0.00137497688071282	NA	0.388888888888889	0.277777777777778
Q8NHH9	ATL2	atlastin GTPase 2	64225	Q8NHH9	Cal33-HSC6	1.14109533152987	0.0915806149750197	12.4600094882648	6	1.63284395207075e-05	0.000518969631714818	NA	0.576923076923077	0.346153846153846
Q8NHM5	KDM2B	lysine demethylase 2B	84678	Q8NHM5	Cal33-HSC6	-0.716888082640883	0.108650349513362	-6.59812035443769	6	0.00058257208665502	0.00416185359563816	NA	0.513888888888889	0.513888888888889
Q8NHQ9	DDX55	DEAD-box helicase 55	57696	Q8NHQ9	Cal33-HSC6	-2.56795678172558	0.645504269097698	-3.9782181228873	6	0.00729808378044616	0.0233773629345479	NA	0.395833333333333	0.395833333333333
Q8NHU6	TDRD7	tudor domain containing 7	23424	Q8NHU6	Cal33-HSC6	0.872374250260551	0.424919624672606	2.05303356118867	6	0.0858806116899382	0.150491946956942	NA	0.3125	0.3125
Q8NHV4	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor	121441	Q8NHV4	Cal33-HSC6	0.172046851001964	0.273517741791145	0.629015324107701	6	0.552518458321012	0.642285057062469	NA	0.1875	0.1875
Q8NHZ8	CDC26	cell division cycle 26	246184	Q8NHZ8	Cal33-HSC6	0.588690962279846	0.135514508708261	4.34411759959368	6	0.00485351547531776	0.0175210808088569	NA	0.208333333333333	0.208333333333333
Q8NI08	NCOA7	nuclear receptor coactivator 7	135112	Q8NI08	Cal33-HSC6	-1.18071186485185	0.302626274335583	-3.90155107134736	6	0.007969691618261	0.0249513255777218	NA	0.125	0.125
Q8NI27	THOC2	THO complex 2	57187	Q8NI27	Cal33-HSC6	0.426636491157264	0.0925065190333967	4.61196135813131	6	0.00364595062737871	0.01429025205466	NA	0.243055555555556	0.1875
Q8NI35	Q8NI35	NA	NA	Q8NI35	Cal33-HSC6	-1.00884563073804	0.270643952523889	-3.72757499781561	6	0.00976458734203556	0.0287342385370067	NA	0.390625	0.390625
Q8NI77	KIF18A	kinesin family member 18A	81930	Q8NI77	Cal33-HSC6	-0.368427489545377	0.242589508430897	-1.51872804363395	6	0.179633621586009	0.265777625989709	NA	0	0
Q8TAA9	VANGL1	VANGL planar cell polarity protein 1	81839	Q8TAA9	Cal33-HSC6	-1.73202229182495	0.300204472721294	-5.76947530502964	6	0.00118346682130177	0.00671685982000862	NA	0.40625	0.15625
Q8TAD4	SLC30A5	solute carrier family 30 member 5	64924	Q8TAD4	Cal33-HSC6	0.697779476382181	0.359600207250966	1.94043124089525	2	0.191856834325313	0.279959743580109	NA	0.833333333333333	0
Q8TAD8	SNIP1	Smad nuclear interacting protein 1	79753	Q8TAD8	Cal33-HSC6	-0.543923686628141	0.128096587562606	-4.24619966056709	6	0.00540271376061829	0.0187184337473435	NA	0.3359375	0.1484375
Q8TAE6	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	81706	Q8TAE6	Cal33-HSC6	-2.30260465803059	0.232054013881805	-9.92270988772211	5	0.000177426133854297	0.00196833358848505	NA	0.375	0.25
Q8TAF3	WDR48	WD repeat domain 48	57599	Q8TAF3	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
Q8TAP6	CEP76	centrosomal protein 76	79959	Q8TAP6	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
Q8TAP8	PPP1R35	protein phosphatase 1 regulatory subunit 35	221908	Q8TAP8	Cal33-HSC6	1.50851884990174	0.381452679226292	3.95466838235742	6	0.0074974093587763	0.0238956470453891	NA	0.520833333333333	0.1875
Q8TAP9	MPLKIP	M-phase specific PLK1 interacting protein	136647	Q8TAP9	Cal33-HSC6	1.40114128874745	0.230934499206302	6.06726709765335	4	0.00372694511256055	0.0144537664393552	NA	0.541666666666667	0.291666666666667
Q8TAQ2	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	6601	Q8TAQ2	Cal33-HSC6	-1.09133682174829	0.251212786190477	-4.34427259176531	6	0.00485269743368022	0.0175210808088569	NA	0.397058823529412	0.279411764705882
Q8TB61	SLC35B2	solute carrier family 35 member B2	347734	Q8TB61	Cal33-HSC6	-0.730968327048831	0.257176291570044	-2.84228504340862	6	0.0294784214056678	0.0661913214073669	NA	0.25	0.25
Q8TB72	PUM2	pumilio RNA binding family member 2	23369	Q8TB72	Cal33-HSC6	0.0705033243455403	0.22105217800863	0.31894426456539	6	0.760580120993595	0.818414026780536	NA	0.329545454545455	0.238636363636364
Q8TBB5	KLHDC4	kelch domain containing 4	54758	Q8TBB5	Cal33-HSC6	1.11363453574229	0.552499750525314	2.01562902912345	5	0.0999259407343316	0.168966646467399	NA	0.53125	0.40625
Q8TBC3	SHKBP1	SH3KBP1 binding protein 1	92799	Q8TBC3	Cal33-HSC6	-0.22193760549471	0.371725857753323	-0.597046454707458	6	0.572301803568711	0.660459928438846	NA	0.5625	0.3125
Q8TBE0	BAHD1	bromo adjacent homology domain containing 1	22893	Q8TBE0	Cal33-HSC6	-0.153522908614235	0.228690023777301	-0.671314411002624	6	0.527005753574629	0.62205265523833	NA	0.25	0.25
Q8TBF4	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	85437	Q8TBF4	Cal33-HSC6	0.895779437553786	0.931156217248662	0.962007685671256	3	0.407012172463471	0.507808290408971	NA	0.375	0
Q8TBZ3	WDR20	WD repeat domain 20	91833	Q8TBZ3	Cal33-HSC6	0.0560897041021737	0.237055130423032	0.236610378362535	6	0.820829989310292	0.868070736063997	NA	0.428571428571429	0.142857142857143
Q8TC05	MDM1	Mdm1 nuclear protein	56890	Q8TC05	Cal33-HSC6	-1.3237881999555	0.515113754967618	-2.56989487698444	4	0.0619856728820878	0.117687765328901	NA	0.625	0.125
Q8TC07	TBC1D15	TBC1 domain family member 15	64786	Q8TC07	Cal33-HSC6	0.288119343225328	0.255565467418964	1.12737979092064	6	0.302638315315033	0.401165860101193	NA	0.40625	0.15625
Q8TCJ2	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B	201595	Q8TCJ2	Cal33-HSC6	-1.44635136045063	0.178309285960067	-8.11147525303055	6	0.000188410861809096	0.00201986593939449	NA	0.347222222222222	0.236111111111111
Q8TCN5	ZNF507	zinc finger protein 507	22847	Q8TCN5	Cal33-HSC6	0.412806111411919	0.20854615357838	1.97944725581702	6	0.0950967563511329	0.162265847921762	NA	0.25	0.25
Q8TD16	BICD2	BICD cargo adaptor 2	23299	Q8TD16	Cal33-HSC6	-1.13334047771906	0.384046771594816	-2.95104805337299	6	0.0255781563775148	0.0592297090225507	NA	0.430555555555556	0.208333333333333
Q8TD19	NEK9	NIMA related kinase 9	91754	Q8TD19	Cal33-HSC6	0.688101750157842	0.243791198096711	2.82250448551827	6	0.0302543530763937	0.0675999018913947	NA	0.125	0.125
Q8TD26	CHD6	chromodomain helicase DNA binding protein 6	84181	Q8TD26	Cal33-HSC6	0.176669075657118	0.845462723417476	0.208961401565994	3	0.847862641403691	0.891561779284869	NA	0.375	0
Q8TDB6	DTX3L	deltex E3 ubiquitin ligase 3L	151636	Q8TDB6	Cal33-HSC6	1.32079504142225	0.15370376706788	8.59312082337548	6	0.000136536740053872	0.00169117455543884	NA	0.0416666666666666	0.0416666666666667
Q8TDD1	DDX54	DEAD-box helicase 54	79039	Q8TDD1	Cal33-HSC6	-1.14571847260293	0.164328159127809	-6.9721372081569	6	0.000432743387400514	0.00342749986438616	NA	0.430555555555556	0.263888888888889
Q8TDH9	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5	63915	Q8TDH9	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
Q8TDJ6	DMXL2	Dmx like 2	23312	Q8TDJ6	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
Q8TDM6	DLG5	discs large MAGUK scaffold protein 5	9231	Q8TDM6	Cal33-HSC6	-0.0641405872528659	0.147028777864412	-0.436245122788245	6	0.677918393051238	0.752350004696808	NA	0.422619047619048	0.279761904761905
Q8TDN4	CABLES1	Cdk5 and Abl enzyme substrate 1	91768	Q8TDN4	Cal33-HSC6	1.60115377884538	0.268229142791947	5.96935054177659	2	0.0269350691009671	0.061477605747297	NA	0.5	0
Q8TDN6	BRIX1	biogenesis of ribosomes BRX1	55299	Q8TDN6	Cal33-HSC6	0.0238425343334199	0.263824704109986	0.0903726374444457	6	0.930932516434603	0.951859066258117	NA	0.3	0.3
Q8TDR0	TRAF3IP1	TRAF3 interacting protein 1	26146	Q8TDR0	Cal33-HSC6	0.769032952009496	0.343614253270488	2.238070582608	6	0.0665233352450296	0.123678291010523	NA	0	0
Q8TDS4	HCAR2	hydroxycarboxylic acid receptor 2	338442	Q8TDS4	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.6875	0.0625
Q8TDX7	NEK7	NIMA related kinase 7	140609	Q8TDX7	Cal33-HSC6	2.12868251066481	0.25709251358354	8.27983079317912	6	0.000168045155395813	0.00190411307750985	NA	0.475	0.475
Q8TDY2	RB1CC1	RB1 inducible coiled-coil 1	9821	Q8TDY2	Cal33-HSC6	-1.97597815571889	0.313618015852564	-6.30058879221983	6	0.000745189470743313	0.0049323139130526	NA	0.25	0.25
Q8TDY4	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	55616	Q8TDY4	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0.125
Q8TE68	EPS8L1	EPS8 like 1	54869	Q8TE68	Cal33-HSC6	0.636100772375155	0.194627061161601	3.26830590041635	5	0.0222402069327075	0.0530433100177832	NA	0.125	0
Q8TE77	SSH3	slingshot protein phosphatase 3	54961	Q8TE77	Cal33-HSC6	1.33893575753586	0.328033149125109	4.08170869653541	6	0.00648957901955693	0.0214422007868466	NA	0.375	0.193181818181818
Q8TEA8	DTD1	D-aminoacyl-tRNA deacylase 1	92675	Q8TEA8	Cal33-HSC6	-0.827298750107083	0.137289078849581	-6.02596183934995	6	0.000942918047016184	0.00576849116201911	NA	0.40625	0.15625
Q8TEB9	RHBDD1	rhomboid domain containing 1	84236	Q8TEB9	Cal33-HSC6	-0.476120318484976	0.219381117344057	-2.17028851092172	6	0.0730328796579405	0.132424082477723	NA	0.3125	0.3125
Q8TEC5	SH3RF2	SH3 domain containing ring finger 2	153769	Q8TEC5	Cal33-HSC6	0.158081171997978	0.383915003461762	0.411760860014742	2	0.72044933462685	0.787203391026729	NA	0.5	0
Q8TED9	AFAP1L1	actin filament associated protein 1 like 1	134265	Q8TED9	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.583333333333333	0.0833333333333333
Q8TEK3	DOT1L	DOT1 like histone lysine methyltransferase	84444	Q8TEK3	Cal33-HSC6	0.556935373094617	0.226354689989259	2.46045431230537	6	0.0490892003296031	0.0975101066721475	NA	0.557291666666667	0.348958333333333
Q8TEM1	NUP210	nucleoporin 210	23225	Q8TEM1	Cal33-HSC6	0.323645910338946	0.135696732846614	2.38506781666426	6	0.0543908326541913	0.106310872419242	NA	0.421875	0.421875
Q8TEP8	CEP192	centrosomal protein 192	55125	Q8TEP8	Cal33-HSC6	-0.00844725527519467	0.289014304179919	-0.0292278103644865	4	0.978083042647688	0.984329864794237	NA	0.625	0.375
Q8TEQ0	SNX29	sorting nexin 29	92017	Q8TEQ0	Cal33-HSC6	-0.650550917120014	0.294439548949855	-2.20945494394439	6	0.0691952067178756	0.12676498169719	NA	0.75	0.305555555555556
Q8TER5	ARHGEF40	Rho guanine nucleotide exchange factor 40	55701	Q8TER5	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
Q8TEU7	RAPGEF6	Rap guanine nucleotide exchange factor 6	51735	Q8TEU7	Cal33-HSC6	1.07351192944027	0.348611362368903	3.07939455026791	6	0.0216798064141124	0.0521363320411887	NA	0.675	0.475
Q8TEV9	SMCR8	SMCR8-C9orf72 complex subunit	140775	Q8TEV9	Cal33-HSC6	-1.21640458219814	NA	NA	0	NA	NA	NA	0.75	0
Q8TEW0	PARD3	par-3 family cell polarity regulator	56288	Q8TEW0	Cal33-HSC6	1.62951811998173	0.156768736756601	10.3944074162677	6	4.64354806948286e-05	0.000913020981300347	NA	0.53804347826087	0.277173913043478
Q8TEY7	USP33	ubiquitin specific peptidase 33	23032	Q8TEY7	Cal33-HSC6	0.763353880345549	0.444502636491002	1.71732137827489	6	0.136729484327598	0.21487990034505	NA	0.575	0.175
Q8TF01	PNISR	PNN interacting serine and arginine rich protein	25957	Q8TF01	Cal33-HSC6	-0.901107821850935	0.395599436256713	-2.27782888261293	6	0.06298713623347	0.119063966077208	NA	0.125	0.125
Q8TF32	ZNF431	zinc finger protein 431	170959	Q8TF32	Cal33-HSC6	0.447159815272898	0.239627356575133	1.86606329788016	6	0.111284477674561	0.183971846789098	NA	0	0
Q8TF40	FNIP1	folliculin interacting protein 1	96459	Q8TF40	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.75	0
Q8TF68	ZNF384	zinc finger protein 384	171017	Q8TF68	Cal33-HSC6	-0.0377528847173792	0.225118961547544	-0.167701931715805	6	0.872327531655921	0.912447720365457	NA	0.208333333333333	0.208333333333333
Q8TF72	SHROOM3	shroom family member 3	57619	Q8TF72	Cal33-HSC6	-0.786611228686108	0.366809338063572	-2.1444689299316	6	0.0756819449164183	0.135835012747393	NA	0.34375	0.34375
Q8TF74	WIPF2	WAS/WASL interacting protein family member 2	147179	Q8TF74	Cal33-HSC6	1.13432934429538	0.250113583714711	4.53525685189988	6	0.00395306328753309	0.0151828148462067	NA	0.35	0.35
Q8TF76	HASPIN	histone H3 associated protein kinase	83903	Q8TF76	Cal33-HSC6	0.854485858571641	0.277031900445268	3.0844312774025	6	0.0215406121869774	0.05191923482463	NA	0.333333333333333	0
Q8WTT2	NOC3L	NOC3 like DNA replication regulator	64318	Q8WTT2	Cal33-HSC6	-0.892645885876258	0.433210645141068	-2.06053543671712	6	0.0849934389310938	0.149348294457286	NA	0	0
Q8WTW3	COG1	component of oligomeric golgi complex 1	9382	Q8WTW3	Cal33-HSC6	-0.901926114792665	0.288332247324107	-3.12807923207712	5	0.0260137697972058	0.0599126362842142	NA	0.375	0.25
Q8WU17	RNF139	ring finger protein 139	11236	Q8WU17	Cal33-HSC6	0.221796173603483	0.222287088309407	0.997791528470423	6	0.356904379113019	0.45784993678318	NA	0.25	0.25
Q8WU20	FRS2	fibroblast growth factor receptor substrate 2	10818	Q8WU20	Cal33-HSC6	-0.171710479834005	0.433745313043462	-0.395878582823556	6	0.705888113166917	0.776355009438157	NA	0.525	0.525
Q8WU79	SMAP2	small ArfGAP2	64744	Q8WU79	Cal33-HSC6	-0.0884094509199547	0.460163017721099	-0.192126371558044	4	0.857002694560435	0.899809465949186	NA	0.625	0
Q8WU90	ZC3H15	zinc finger CCCH-type containing 15	55854	Q8WU90	Cal33-HSC6	1.8869322735088	0.351373987094864	5.37015357656333	4	0.00580672168521179	0.0197887095987691	NA	0.25	0
Q8WUA2	PPIL4	peptidylprolyl isomerase like 4	85313	Q8WUA2	Cal33-HSC6	0.574421175192403	0.179496480573609	3.20018071305214	6	0.018595819283787	0.0465480256285988	NA	0.178571428571429	0.0357142857142857
Q8WUA4	GTF3C2	general transcription factor IIIC subunit 2	2976	Q8WUA4	Cal33-HSC6	0.0606524820070949	0.180757092057506	0.335546900631699	6	0.748634541645812	0.809664531453895	NA	0.65	0.278571428571429
Q8WUA7	TBC1D22A	TBC1 domain family member 22A	25771	Q8WUA7	Cal33-HSC6	0.77387932645238	0.462095934355236	1.6747157222497	6	0.145011372813257	0.224351900406905	NA	0	0
Q8WUB8	PHF10	PHD finger protein 10	55274	Q8WUB8	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
Q8WUD4	CCDC12	coiled-coil domain containing 12	151903	Q8WUD4	Cal33-HSC6	-0.52118673954039	0.547250917743987	-0.952372527192745	6	0.377681377305971	0.479098607706061	NA	0.125	0.125
Q8WUF5	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	10848	Q8WUF5	Cal33-HSC6	-0.654277967929996	0.123720148475317	-5.28837037453546	6	0.00185031258688939	0.00909165937755528	NA	0.476190476190476	0.238095238095238
Q8WUH2	TGFBRAP1	transforming growth factor beta receptor associated protein 1	9392	Q8WUH2	Cal33-HSC6	-1.61795617468227	0.953316583319701	-1.69718664606475	4	0.164897743189812	0.248831475979319	NA	0.625	0
Q8WUI4	HDAC7	histone deacetylase 7	51564	Q8WUI4	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.8125	0
Q8WUM0	NUP133	nucleoporin 133	55746	Q8WUM0	Cal33-HSC6	-0.890520535842051	0.320687609299799	-2.77690970906686	6	0.0321278454129335	0.0704996966194212	NA	0.511904761904762	0.226190476190476
Q8WUM4	PDCD6IP	programmed cell death 6 interacting protein	10015	Q8WUM4	Cal33-HSC6	-0.444839179086745	0.13857031710709	-3.21020539155557	5	0.0237233071431882	0.0556632350360435	NA	0.583333333333333	0.458333333333333
Q8WUM9	SLC20A1	solute carrier family 20 member 1	6574	Q8WUM9	Cal33-HSC6	-0.932804054704694	0.107184710824254	-8.70277157564169	6	0.000127163059133295	0.00166329052554572	NA	0.375	0.208333333333333
Q8WUQ7	CACTIN	cactin, spliceosome C complex subunit	58509	Q8WUQ7	Cal33-HSC6	-0.754349797200643	0.220834912854599	-3.4158991775785	6	0.0142151742811247	0.0377490533036707	NA	0.375	0.0416666666666667
Q8WUX9	CHMP7	charged multivesicular body protein 7	91782	Q8WUX9	Cal33-HSC6	-0.0779274451497519	0.635826739098912	-0.122560817841964	2	0.913660039542456	0.938467598800169	NA	0.75	0
Q8WUZ0	BCL7C	BAF chromatin remodeling complex subunit BCL7C	9274	Q8WUZ0	Cal33-HSC6	0.285146086765985	0.327807710812938	0.869857777472179	6	0.417813935383082	0.517432738335174	NA	0.53125	0.40625
Q8WV41	SNX33	sorting nexin 33	257364	Q8WV41	Cal33-HSC6	0.335039995389141	0.577577717621447	0.580077771644111	2	0.620506588894251	0.70387410611945	NA	0.875	0
Q8WV99	ZFAND2B	zinc finger AN1-type containing 2B	130617	Q8WV99	Cal33-HSC6	-0.17381867506597	0.397931018620628	-0.436806046606993	6	0.677533530681463	0.752350004696808	NA	0.291666666666667	0.291666666666667
Q8WVB6	CHTF18	chromosome transmission fidelity factor 18	63922	Q8WVB6	Cal33-HSC6	0.263762779713952	0.166180465294575	1.58720689129375	6	0.163563158862341	0.247286371233473	NA	0.515625	0.140625
Q8WVC0	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component	123169	Q8WVC0	Cal33-HSC6	-2.46757666193726	0.0784893197965819	-31.4383749067057	6	6.88086481126504e-08	7.30289118635596e-05	NA	0.21875	0.21875
Q8WVK2	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27	11017	Q8WVK2	Cal33-HSC6	-2.67446004638345	0.243896315208292	-10.9655615096087	6	3.41643091368304e-05	0.00075679136055657	NA	0.40625	0.40625
Q8WVM7	STAG1	stromal antigen 1	10274	Q8WVM7	Cal33-HSC6	0.452247290702042	0.163963742254579	2.75821522785115	6	0.0329316873328431	0.0718150449244557	NA	0.386363636363636	0.204545454545455
Q8WVM8	SCFD1	sec1 family domain containing 1	23256	Q8WVM8	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0
Q8WVR3	MAP11	microtubule associated protein 11	55262	Q8WVR3	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
Q8WVV4	POF1B	POF1B actin binding protein	79983	Q8WVV4	Cal33-HSC6	-1.01726440648407	0.213391544098805	-4.76712613323165	5	0.00502758349460519	0.0178062578941301	NA	0.416666666666667	0.291666666666667
Q8WVV9	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like	92906	Q8WVV9	Cal33-HSC6	0.222264497732985	0.352854802800571	0.629903563644011	6	0.55197489088278	0.642256163471558	NA	0.3125	0.3125
Q8WWA1	TMEM40	transmembrane protein 40	55287	Q8WWA1	Cal33-HSC6	-1.66871574130768	0.293175036020439	-5.69187528364912	6	0.00126955516884153	0.00710415405552097	NA	0.305555555555556	0.0833333333333333
Q8WWH5	TRUB1	TruB pseudouridine synthase family member 1	142940	Q8WWH5	Cal33-HSC6	-0.0921261435124335	0.30619813739918	-0.300871012132682	6	0.773666439927482	0.829132933264592	NA	0.3125	0.3125
Q8WWI1	LMO7	LIM domain 7	4008	Q8WWI1	Cal33-HSC6	-1.43549608490301	0.129489681826126	-11.0857951356351	6	3.20868981711353e-05	0.000745727618809451	NA	0.30952380952381	0.261904761904762
Q8WWI5	SLC44A1	solute carrier family 44 member 1	23446	Q8WWI5	Cal33-HSC6	-0.563089794272114	0.169166162069751	-3.32861955004889	6	0.0158338265231994	0.0411673191627608	NA	0	0
Q8WWM7	ATXN2L	ataxin 2 like	11273	Q8WWM7	Cal33-HSC6	0.298003208981831	0.11347864318669	2.6260730707854	6	0.0392655181293065	0.0819812522778438	NA	0.377450980392157	0.240196078431373
Q8WWN8	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	64411	Q8WWN8	Cal33-HSC6	0.568637241698812	0.374373162833269	1.51890492736003	5	0.189250597517855	0.276918153720978	NA	0.5	0.375
Q8WWQ0	PHIP	pleckstrin homology domain interacting protein	55023	Q8WWQ0	Cal33-HSC6	-0.518244696585496	0.0897696768399319	-5.77304848172258	6	0.0011796662646919	0.00670724533353396	NA	0.331896551724138	0.262931034482759
Q8WWY3	PRPF31	pre-mRNA processing factor 31	26121	Q8WWY3	Cal33-HSC6	-0.700995832626114	0.140597775714643	-4.98582448451286	6	0.00248723248388161	0.0110232415045834	NA	0.482142857142857	0.267857142857143
Q8WX92	NELFB	negative elongation factor complex member B	25920	Q8WX92	Cal33-HSC6	-0.125233343976494	0.192251521866968	-0.651403654755731	6	0.538919655266615	0.631085024777088	NA	0.1875	0.1875
Q8WX93	PALLD	palladin, cytoskeletal associated protein	23022	Q8WX93	Cal33-HSC6	0.602711123346993	0.263718070394901	2.28543733254407	6	0.0623329573453935	0.118135795349841	NA	0.546875	0.296875
Q8WXA9	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	140890	Q8WXA9	Cal33-HSC6	-0.602959583718307	0.183111656660098	-3.29285199378406	5	0.0216453337207609	0.0520927759387021	NA	0.5625	0.4375
Q8WXE0	CASKIN2	CASK interacting protein 2	57513	Q8WXE0	Cal33-HSC6	-0.598446262593637	0.431840305006872	-1.38580455704364	5	0.224433973393289	0.317740227338475	NA	0.53125	0.40625
Q8WXE1	ATRIP	ATR interacting protein	84126	Q8WXE1	Cal33-HSC6	0.95393116073739	0.19515521972342	4.88806377861342	6	0.00274376329520587	0.0117819243960574	NA	0.025	0.025
Q8WXF1	PSPC1	paraspeckle component 1	55269	Q8WXF1	Cal33-HSC6	1.56442917574882	0.455653427422396	3.4333751961413	3	0.0414357800116334	0.0856142268377941	NA	0.375	0
Q8WXF7	ATL1	atlastin GTPase 1	51062	Q8WXF7	Cal33-HSC6	1.22447015907664	0.105146936856014	11.6453241120415	6	2.41553295390329e-05	0.000630438011270969	NA	0	0
Q8WXG6	MADD	MAP kinase activating death domain	8567	Q8WXG6	Cal33-HSC6	1.45008093686989	0.296783518522173	4.88598876410164	6	0.00274952419447483	0.0117826178132003	NA	0.46875	0.46875
Q8WXH0	SYNE2	spectrin repeat containing nuclear envelope protein 2	23224	Q8WXH0	Cal33-HSC6	0.205764350522652	0.405247947646898	0.507749272309553	6	0.629749148734372	0.711540556980213	NA	0.375	0.375
Q8WXI9	GATAD2B	GATA zinc finger domain containing 2B	57459	Q8WXI9	Cal33-HSC6	-0.0910948952065246	0.158054154523431	-0.576352424782481	6	0.585332655261951	0.672572780351517	NA	0.35625	0.25625
Q8WXX7	AUTS2	activator of transcription and developmental regulator AUTS2	26053	Q8WXX7	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
Q8WY22	BRI3BP	BRI3 binding protein	140707	Q8WY22	Cal33-HSC6	0.741855323337628	0.196173220165199	3.78163402075424	6	0.00916277983628744	0.0273937004682997	NA	0.375	0.0416666666666667
Q8WY36	BBX	BBX high mobility group box domain containing	56987	Q8WY36	Cal33-HSC6	-0.156005203945362	0.0948931938202967	-1.6440083599757	6	0.151278802953719	0.231239418437178	NA	0.295454545454545	0.204545454545455
Q8WY91	THAP4	THAP domain containing 4	51078	Q8WY91	Cal33-HSC6	0.68854639727814	0.166050584487712	4.14660628508112	6	0.00603391307723	0.0204165560445274	NA	0.25	0.25
Q8WYB5	KAT6B	lysine acetyltransferase 6B	23522	Q8WYB5	Cal33-HSC6	-0.833037205385258	0.148699630566375	-5.60214710831723	6	0.00137814156934279	0.00752659134954967	NA	0.553571428571429	0.267857142857143
Q8WYH8	ING5	inhibitor of growth family member 5	84289	Q8WYH8	Cal33-HSC6	0.693233925595486	0.219638031616347	3.15625632088342	6	0.0196581003538219	0.0485581004860891	NA	0.166666666666667	0.166666666666667
Q8WYK1	CNTNAP5	contactin associated protein family member 5	129684	Q8WYK1	Cal33-HSC6	0.693008030893008	0.352365880979991	1.96672852935032	1	0.299460564441979	0.397781575796103	NA	0.625	0
Q8WYK2	JDP2	Jun dimerization protein 2	122953	Q8WYK2	Cal33-HSC6	0.734974302080648	0.343773912657335	2.13795833546349	6	0.0763653661073849	0.136719005871249	NA	0	0
Q8WYL5	SSH1	slingshot protein phosphatase 1	54434	Q8WYL5	Cal33-HSC6	0.975457589666442	0.317166597638576	3.07553694786617	6	0.0217870765382457	0.0522619008228575	NA	0.166666666666667	0.166666666666667
Q8WYP3	RIN2	Ras and Rab interactor 2	54453	Q8WYP3	Cal33-HSC6	1.2595664568433	0.7890034403209	1.59640172966928	3	0.208676440964275	0.300645152954865	NA	0.666666666666667	0.0833333333333333
